Area,Latitude,Longitude
Daugavgrīva Birzes 46,57.036539584484,24.024571920613
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
Imanta Anniņmuižas 38k-4,56.961414466163,24.01848622469
Ziepniekkalns Ozolciema 48,56.900377544641,24.10121355579
Āgenskalns Krūzes 2,56.937535818171,24.052767271201
Imanta Anniņmuižas 38 k-4,56.961414466163,24.01848622469
Teika Brīvības 281,56.980104654007,24.188917576585
Imanta Imantas 1. l. 19,56.951958007117,24.035834366209
Ķengarags Prūšu 26,56.912809699113,24.190209770812
Imanta,56.9601,24.0022
Iļģuciems,56.9715,24.064
Maskavas priekšpilsēta,56.531181667,21.0152575
Maskavas priekšpilsēta Kalna 13,56.329803056,25.820995556
Ziepniekkalns,56.9141,24.0931
Āgenskalns,56.9355,24.0709
Āgenskalns Smiļģa 10,56.941218741783,24.079950710888
centrs Vaļņu 19,55.884214148803,26.504755498145
centrs Miera 95,56.965718958262,24.13337269279
Sarkandaugava Sīmaņa 3C,56.993006955569,24.127459744442
Purvciems Pūces 47,56.953614810174,24.191271769397
Purvciems Zvaigznāja g. 10,56.952462688532,24.206673514194
Iļģuciems Dzirciema 7,56.961840261103,24.052983206757
Ziepniekkalns Graudu 30,56.908615234147,24.097472463368
centrs Čaka 26,56.955505350816,24.134899877847
Purvciems Dzelzavas 35/1,56.959429934202,24.18143691832
Āgenskalns,56.9355,24.0709
Ķengarags Maskavas 261,56.920976290426,24.171605011877
Mežaparks Siguldas pr. 48,56.997487464453,24.148019637981
Bolderāja Kvarca 3,57.028773541099,24.04083760837
Jugla Tirzas 3/k-6,56.988589939503,24.223844808194
centrs Ģertrūdes 91,56.953211031995,24.130472460693
Purvciems Nīcgales 49,56.952168441788,24.17492248417
centrs Vaļņu 19,55.884214148803,26.504755498145
Āgenskalns M. Nometņu 1,56.933857395388,24.079102423041
centrs Avotu 6,56.94784,24.13023
centrs Lāčplēša 68,56.952387238432,24.128961482185
Ziepniekkalns Valdeķu 68,56.900634267175,24.096037265836
Ķengarags,56.9149,24.1752
Daugavgrīva Esplanādes 5,57.041472226229,24.034562111316
centrs Maskavas 106,56.939430212108,24.137524992292
Purvciems Madonas 2,56.959671815656,24.16674918831
centrs Ģertrūdes 105 k-1,56.953211031995,24.130472460693
Brekši Juglasciema b. 54,56.971544677844,24.317877648546
Teika,56.733654,24.186503
Zolitūde,56.9432,24.0076
Jugla Kvēles 27,56.983622782068,24.244922054918
centrs Kalniņa 4,56.949473222585,24.121007214162
centrs Vidus 11,56.961302158342,24.102662665066
Jugla Brīvības 375,56.987218326596,24.221309915598
centrs Pulkv. Brieža 43,56.962117310462,24.105807079603
Daugavgrīva Parādes 22,57.039554418796,24.025612472157
Purvciems Dzelzavas 73,56.956338702506,24.19854785934
Jugla Baltezera 7,56.990402489885,24.240244290029
Mežciems Druvienas 21,56.971867734755,24.229248070293
Ķengarags,56.9149,24.1752
Šampēteris-Pleskodāle,56.933160003709,24.018174989157
Āgenskalns,56.9355,24.0709
centrs Krāsotāju 24,56.955968126168,24.146686915377
Pļavnieki Praulienas 12,56.935024154216,24.208966579828
centrs Tērbatas 38,56.955384101349,24.124878221691
centrs Vīlandes 16,56.961324990035,24.102139160332
Jugla Vangažu 37,56.987845845024,24.235876474876
centrs Bruņinieku 96,56.955398982435,24.133081638963
Ķengarags Aviācijas 23/1,56.903829803118,24.201511039076
Purvciems Ķeguma 60,56.964470062037,24.196063131461
centrs Čaka 114,56.955505350816,24.134899877847
Purvciems Dzelzavas 76,56.955232915425,24.197761492994
centrs Ģertrūdes 65/2,56.953211031995,24.130472460693
Ķengarags,56.9149,24.1752
Ķengarags,56.9149,24.1752
Purvciems,56.9557,24.1822
Purvciems,56.9557,24.1822
Āgenskalns,56.9355,24.0709
Imanta,56.9601,24.0022
Imanta,56.9601,24.0022
Pļavnieki Dravnieku 6,56.943804217849,24.211945956417
centrs Ģertrūdes 65/3,56.953211031995,24.130472460693
centrs Duntes 24,56.984323401706,24.135734578478
Ķengarags Maskavas 268 k2,56.905374960624,24.184782170554
Iļģuciems Dzirciema 61,56.963078590336,24.054048954233
centrs Dzirnavu 134,56.947396954332,24.125338946492
Dzegužkalns Daugavgrīvas 70 к-4,57.0382,24.027
Teika Ķeguma 39,56.966066638527,24.194472529454
Teika Ķeguma 39,56.966066638527,24.194472529454
centrs Lāčplēša 52,56.952387238432,24.128961482185
centrs Elizabetes 18,56.950459960759,24.121431974263
Pļavnieki Tīnūžu 10,56.934317514576,24.20706354457
centrs Vesetas 12,56.965284891176,24.124848993494
centrs Valdemāra 57/59,56.96005311967,24.119981951361
Purvciems Stirnu 57,56.964774704219,24.193373169236
centrs Lāčplēša 36,56.953699006943,24.126385090676
Vecrīga Kaļķu 2,56.948027389486,24.10730844128
centrs Artilērijas 21,56.959131910815,24.139368548277
centrs Ģertrūdes 65/3,56.953211031995,24.130472460693
centrs Avotu 73,56.953465876614,24.145308343761
Pļavnieki Ulbrokas 22,56.943853069829,24.217472728084
Purvciems Braslas 53,56.957477293226,24.165715062982
centrs Rūpniecības 16,56.960842970432,24.103327418082
centrs Čaka 114,56.955505350816,24.134899877847
centrs Cēsu 41k1,55.867799,26.519917
Maskavas priekšpilsēta Katoļu 9,56.85460987,24.926839006
centrs Barona 21,56.952505472365,24.12369835565
Sarkandaugava,56.9931,24.1235
Iļģuciems Grīvas 11,56.964730734425,24.050022647005
Jugla Murjāņu 151,56.97805589631,24.255857621254
Āgenskalns M. Nometņu 11,56.93419531082,24.075303676676
centrs Stabu 31,56.956273797594,24.128660732375
Mežciems Līduma 8A,56.973273673989,24.232747083335
Ķengarags Maskavas 259-2,56.920754422291,24.171758823161
centrs Matīsa 41A,56.956210827922,24.135320078527
Iļģuciems Motoru 7,56.969673544329,24.065865297752
Purvciems Dzelzavas 76,56.955232915425,24.197761492994
Purvciems Ieriķu 39,56.963964518852,24.163670541067
centrs Stabu 58,56.954283380622,24.13249192071
Teika Āraišu 18,56.974498521794,24.17907670993
Teika Ropažu 14k1,56.980929253293,24.182720988854
Iļģuciems Spilves 25,56.972484666604,24.056676465493
centrs Miesnieku 14,56.960286462775,24.108718411819
Šampēteris-Pleskodāle Zalves 44,56.939306237094,24.038378032859
Iļģuciems Vaidelotes 24,56.96689105078,24.049378015176
centrs Ganību d. 15A,56.973775605193,24.109981136448
Grīziņkalns Sapieru 3B,56.96321313334,24.153044182512
centrs Ģertrūdes 110,56.953131340248,24.130321459456
Vecrīga Aldaru 9/1,56.951187328714,24.106264201578
centrs Katrīnas d. 24/K2,56.973428803949,24.103893611629
centrs Dainas 6,56.958566394584,24.138209182719
centrs Strēlnieku 2A,56.958441255137,24.105778739332
Ķengarags Maltas 21,56.909622982838,24.186289405599
centrs Čaka 45,56.953412928881,24.13085115197
Imanta Kooperatīva 4A,56.953334872524,24.03002930732
Iļģuciems Dagmāras 4,56.960018415257,24.059648763161
Ķengarags Maltas 22,56.911069379379,24.180934800443
Āgenskalns,56.9355,24.0709
Imanta Slokas 136,56.963732787721,24.007518194583
Imanta Zentenes 4,56.959479566097,24.006578364893
Ziepniekkalns Ozolciema 12-1,56.901315674172,24.089966571853
Bolderāja,57.0278,24.0417
Purvciems Pūces 19,56.95608678412,24.185888353764
Mežciems Kaivas 50,56.95716805852,24.247531595877
Vecmīlgrāvis,57.0288,24.1091
Daugavgrīva,57.0382,24.027
centrs Čaka 59,56.955231022667,24.13425700863
Āgenskalns,56.9355,24.0709
Teika Brīvības 354,56.982322111448,24.196592938229
Purvciems Mārcienas 2,56.954656140417,24.166726945789
Iļģuciems Saulgožu 17,56.964852783147,24.047531142993
Aplokciems Briežu 9,57.022806302189,24.13736674196
Ķengarags Maskavas 279/2,56.919663783274,24.174490976371
Zasulauks Tapešu 19,56.946908464399,24.049900211441
Zolitūde Anniņmuižas 13,56.945679686496,24.014540105654
Mežaparks Lībekas 21,57.00247967539,24.166098821969
Bolderāja Tekstilnieku 20,57.032095991819,24.041241615917
centrs Čaka 35,56.952153431424,24.128518643906
Āgenskalns Zvanu 15,56.942420027397,24.07584681593
Pļavnieki Lubānas 129,56.932397108102,24.20786352404
Teika Biķernieku 103,56.967864559461,24.194803387009
Purvciems Sesku 11 k-5,56.945262633704,24.176462117665
centrs Lāčplēša 112A,56.956357759623,24.121211444236
centrs Matīsa 85,56.956210827922,24.135320078527
Āgenskalns Nomales 7,56.936962217573,24.056936948647
Imanta Kurzemes pr. 94,56.9688094952,24.014116387821
Ziepniekkalns Ozolciema 12 k-2,56.901315674172,24.089966571853
centrs Miera 9,56.96135,24.13002
Iļģuciems Riekstu 17,56.968213603141,24.062272803803
centrs Ozolu 7,55.867799,26.519917
Ķengarags Maskavas 279,56.919663783274,24.174490976371
Ķengarags Maskavas 303,56.913482195233,24.178670418154
Sarkandaugava Sliežu 35,57.008590348009,24.125512394316
Purvciems Vējavas 10,56.956047153649,24.168012834583
Ķengarags Krustpils 77,56.911696673795,24.206653481446
Purvciems Deglava 57,56.951960095359,24.179515129536
Ziepniekkalns Stērstu 22,56.910978017134,24.119904154899
Teika Vairoga 27,56.968539789668,24.172397067204
Purvciems Stirnu 5,56.951459461396,24.182591137068
Iļģuciems Šauļu 1,56.96613437315,24.060159141796
centrs Bruņinieku 96,56.955398982435,24.133081638963
Ķīpsala Balasta d. 72,56.959144951291,24.083472864741
Maskavas priekšpilsēta Maskavas 163,56.85460987,24.926839006
Imanta Dammes 15,56.962265309495,24.010400113482
Vecmīlgrāvis Vecmīlgrāvja 6. l. 2,57.032430971429,24.114604445717
Ķengarags Maskavas 317,56.908826285446,24.184255815775
Čiekurkalns Čiekurkalna 4. šķ l. 1,56.983335815061,24.171214628022
centrs Čaka 117,56.959080678443,24.141441359743
centrs Stabu 95k1,56.959189594229,24.122445651513
Purvciems Ķeguma 54,56.964360375507,24.196218801217
centrs Dzirnavu 151,56.955311032348,24.119417422389
centrs Marijas 23,56.950929598916,24.126007895655
Purvciems Brantkalna 11,56.95162698878,24.194044073175
centrs Brīvības 164,56.962979643907,24.137101049153
centrs Skolas 36,56.960239659424,24.123147495986
centrs Barona 40,56.953699015545,24.126374474593
centrs Gogoļa 13,56.94353,24.12331
Imanta Anniņmuižas 41,56.959365702493,24.014770328714
centrs Čaka 109,56.958290752964,24.139976145539
Iļģuciems,56.9715,24.064
centrs Ādmiņu 5,56.949293071846,24.139487112006
Iļģuciems Lilijas 8,56.965122700882,24.065667831076
Vecmīlgrāvis Emmas 14,57.030125239166,24.111985818785
Purvciems Madonas 23,56.961149293538,24.171704778855
Aplokciems Briežu 7,57.022477354399,24.137721547921
centrs Visvalža 3a,56.948792839865,24.130276657702
Imanta Kurzemes pr. 62,56.965184950719,24.023898320284
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
centrs Brīvības 21,56.952690901167,24.114682334118
Ķīpsala Ķīpsalas 49,56.955056214204,24.082537596169
centrs Brīvības 154,56.962979643907,24.137101049153
Ķengarags Maltas 19,56.910250748282,24.185202232469
centrs Laboratorijas 5,56.96166,24.12807
Maskavas priekšpilsēta Maskavas 146,56.85460987,24.926839006
centrs Maskavas 85,56.939573081648,24.138762496476
Purvciems Ieriķu 33,56.963964518852,24.163670541067
centrs Maskavas 85,56.939573081648,24.138762496476
centrs Maskavas 85,56.939573081648,24.138762496476
Maskavas priekšpilsēta Maskavas 146,56.85460987,24.926839006
Maskavas priekšpilsēta Maskavas 146,56.85460987,24.926839006
Dzegužkalns Daugavgrīvas 70 k-4,57.0382,24.027
Daugavgrīva Parādes 20A,57.040292998681,24.026269595653
centrs Stabu 68,56.954283380622,24.13249192071
Purvciems Mārcienas 2,56.954656140417,24.166726945789
Mežciems Eizenšteina 65,56.962626703268,24.233636400328
Pļavnieki Ulbrokas 12 k-2,56.941520971576,24.217238246406
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
Purvciems Ūnijas 74,56.961174894462,24.181816466004
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
Imanta Slokas 195,56.962518706686,24.017962030309
Purvciems Viršu 5,56.951940863174,24.176876830624
Jugla Brīvības 407,56.990084180135,24.238761888818
Imanta Rigondas g. 8,56.965747334513,24.021857159222
Vecrīga Pils 18,56.950036542412,24.103872580354
Imanta Kurzemes pr. 56,56.962752739186,24.02721003547
Mežaparks Kokneses pr. 4/1,56.994922141077,24.16449628033
Ziepniekkalns Līvciema 37,56.905899790971,24.102192716932
centrs Raiņa bulv. 2,56.954220792723,24.109298178977
Dārzciems Dārzciema 131,56.932651419088,24.181948841521
centrs Lāčplēša 36,56.953699006943,24.126385090676
Dārziņi Jāņogu 73,56.865542488236,24.256970295422
centrs Tērbatas 18,56.953973855946,24.121912155724
Grīziņkalns Krāsotāju 13,56.955730990383,24.145875972639
Vecmīlgrāvis Edžiņa g. 5,57.031894296888,24.10735793603
Sarkandaugava Alekša 11,56.993513494677,24.124857991369
centrs Dzirnavu 34,56.958523178016,24.113008198457
Cits,56.85460987,24.926839006
Ķengarags Ķengaraga 5,56.915928085703,24.169323087548
centrs Brīvības 159,56.963070332622,24.136972562895
Vecmīlgrāvis Meldru 14,57.030870964322,24.098075024193
Ķengarags Salaspils 12,56.919560877803,24.181775317288
centrs Tallinas 33,56.96321881208,24.136861872265
centrs Stabu 95,56.954370744574,24.132627907227
Bolderāja Gobas 24,57.02813644517,24.05689380057
centrs Miera 17,56.962082443968,24.13051984302
Iļģuciems Buļļu 42A,56.968238089315,24.051382111223
centrs Alauksta 12,56.96022018183,24.14970264032
centrs Zvaigžņu 26,56.961071447917,24.150285853143
Ziepniekkalns Sērenes 4,56.904415850653,24.084107801911
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
Ķengarags Maskavas 268,56.905374960624,24.184782170554
Ziepniekkalns Kartupeļu 52,56.911700769778,24.107671168112
Sarkandaugava Sarkandaugavas 11,56.999147775861,24.123595575485
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
Vecrīga Kaļķu 2,56.948027389486,24.10730844128
Maskavas priekšpilsēta Maskavas 146,56.85460987,24.926839006
centrs Kalpaka bulv. 7,56.957600376083,24.107481485283
centrs Baznīcas 7,56.955918180763,24.117961432288
Ķengarags Aglonas 4,56.913632400888,24.180316911636
Purvciems Madonas 2,56.959671815656,24.16674918831
Pļavnieki Pļavnieku 2D,56.942239763867,24.208624096731
Purvciems Dzelzavas 25,56.95967238633,24.17919639705
Mežciems Kaivas 50,56.95716805852,24.247531595877
Zolitūde,56.9432,24.0076
Ziepniekkalns Vienības g. 87B,56.913140666165,24.084645409176
centrs Sadovņikova 31,56.941984136096,24.134310113329
Zasulauks Gregora 8,56.945041718014,24.050546257347
Krasta r-ns Salacas 16,57.851428986,24.468301773
centrs Stabu 33,56.956062810316,24.129106980289
Iļģuciems Riekstu 13,56.967779167089,24.064188451695
centrs Stabu 92,56.954283380622,24.13249192071
Pļavnieki Saharova 15,56.936856292806,24.20212206679
VEF Brīvības 226,56.95993,24.12955
Purvciems Saktas 8,56.95536658233,24.170962597199
Vecrīga Vaļņu 3,56.950728354233,24.109521452096
centrs Noliktavas 3,56.95314646948,24.102933896249
Vecrīga Vaļņu 3,56.950728354233,24.109521452096
Ķengarags Ķengaraga 10,56.917185968576,24.163256708257
Čiekurkalns Čiekurkalna 4. šķ l. 1,56.983335815061,24.171214628022
Ķengarags Ķengaraga 10,56.917185968576,24.163256708257
centrs Matīsa 18,56.957619217852,24.132011673365
centrs Lāču 5,55.867799,26.519917
Ziepniekkalns,56.9141,24.0931
Klīversala Uzvaras bulv. 3a,56.942060704782,24.094944002151
centrs Čaka 117/1,56.959080678443,24.141441359743
Purvciems Stirnu 5,56.951459461396,24.182591137068
centrs Gogoļa 13,56.94353,24.12331
centrs Bruņinieku 94,56.955398982435,24.133081638963
Zasulauks,56.9427,24.0547
Dzegužkalns Purva 27,56.96302,24.06825
centrs Klijānu 16,56.973765043995,24.148081580246
Vecrīga Mārstaļu 25,56.945470347468,24.108009190664
centrs Mārstaļu 25,56.945932464439,24.109212702226
Vecrīga,56.948484167,24.108272778
Jugla Vidzemes al. 5,56.992183102757,24.243065223211
Vecmīlgrāvis Melīdas 11,57.03156902672,24.107824834667
centrs Čaka 70,56.955505350816,24.134899877847
centrs Ganību d. 11,56.972514925046,24.109625240839
centrs Zvaigžņu 24,56.960870156512,24.149850580911
Vecmīlgrāvis Skuju 29,57.034909755672,24.108604648675
Teika Brīvības 209,56.97444520309,24.17032931233
Mežciems Eizenšteina 45,56.96595646496,24.235179908286
Vecmīlgrāvis Skuju 29,57.034909755672,24.108604648675
Ķengarags Prūšu 17A,56.912855135532,24.190925000999
Āgenskalns Āgenskalna 22,56.945456582375,24.062273874265
Imanta Kurzemes pr. 124,56.964606976586,24.002997206525
Vecmīlgrāvis Edžiņa g. 7,57.031748074587,24.106870276903
Bolderāja Stagaru 4,57.029092585811,24.034829749199
Mežciems Hipokrāta 22,56.959972086252,24.238943832282
centrs Elizabetes 89,56.949300393933,24.122578299056
Ķengarags Ikšķiles 2,56.901059688938,24.205357674625
centrs Vēžu 14,56.97110701677,24.100772526162
Dārziņi,55.8302,26.2894
Krasta r-ns,56.439538333,24.922594722
centrs Avotu 15,56.950658064778,24.129597304449
centrs Elizabetes 89,56.949300393933,24.122578299056
centrs Skolas 13,56.957776665475,24.118511533289
Bolderāja Dolomīta 2,57.026857807077,24.038907104943
Purvciems Dzelzavas 106,56.953506991793,24.207496339442
Purvciems Dzelzavas 106,56.953506991793,24.207496339442
Mežciems Eizenšteina 47a,56.966065000106,24.234578458169
Ķengarags Aviācijas 9,56.905369500267,24.197836241771
Ķengarags Maskavas 260/1,56.908462872001,24.179657311594
Imanta Kurzemes pr. 112,56.96539005589,24.005778741094
centrs Avotu 9,56.95071418162,24.128795491591
Iļģuciems Vaidelotes 23,56.967236227113,24.048497621676
Torņakalns Garozes 18,56.917384759019,24.100024189847
centrs Sadovņikova 39a,56.94202445305,24.135425912279
centrs Skanstes 29a,56.972292595064,24.123885037435
centrs Lāčplēša 133,56.952470998924,24.129104884657
Teika Brīvības 282,56.977372027296,24.180409397653
Āgenskalns Ormaņu 4,56.939025646526,24.069769122028
centrs Valdemāra 71,56.961903786561,24.122954853136
centrs Sadovņikova 29A,56.94157006736,24.133667435521
centrs Krāsotāju 6A,56.954061704201,24.143448567085
centrs,55.867799,26.519917
Ziepniekkalns Kartupeļu 19,56.913977906883,24.10034095054
centrs Valdemāra 159,56.969220537714,24.131891513258
Purvciems Marsa g. 12,56.951085164655,24.202329844331
Purvciems Zvaigznāja g. 5,56.953449364264,24.205597445465
Teika Laimdotas 33,56.972231491148,24.188080812
Teika Brīvības 386,56.985174041711,24.207898271551
Purvciems Dzelzavas 108,56.953506991793,24.207496339442
Purvciems Dudajeva g. 9,56.95786214292,24.196770630869
Pļavnieki Jasmuižas 18/1,56.936172366854,24.214052909255
Purvciems Nīcgales 8,56.957153840822,24.175618060655
Pļavnieki Salnas 21,56.942006195935,24.229039378199
Pļavnieki Salnas 21,56.942006195935,24.229039378199
Purvciems Ainavas 2,56.96411458174,24.190318961523
Teika Ķeguma 52,56.966959835892,24.195171636032
centrs Pulkv. Brieža 27,56.962117310462,24.105807079603
Purvciems Stirnu 49c,56.96237692851,24.19028033733
Pļavnieki Rudens 7,56.938388581673,24.201075131934
Teika Vairoga 32,56.968880160571,24.171737980427
centrs Krasta 7/9,56.967474174205,23.171582400413
centrs,55.867799,26.519917
Zolitūde,56.9432,24.0076
Ziepniekkalns Graudu 30a,56.908615234147,24.097472463368
Vecmīlgrāvis Melīdas 6,57.03183805845,24.110786734838
Teika Burtnieku 1,56.974623805462,24.184430085995
Torņakalns Ludviķa 3,56.925465708743,24.095627729662
centrs,55.867799,26.519917
Purvciems Dzelzavas 76,56.955232915425,24.197761492994
centrs Lāčplēša 53,56.952470998924,24.129104884657
Ķengarags Maskavas 411,56.900128688506,24.20469821866
Ķengarags Maskavas 258/3,56.908616474993,24.177320688624
Šampēteris-Pleskodāle Apuzes 13,56.93517965288,24.028517214462
centrs Lāčplēša 62,56.952387238432,24.128961482185
centrs Eksporta 2,56.956125014441,24.098335034376
centrs Duntes 24,56.984323401706,24.135734578478
Dārzciems Lubānas 113,56.932202848502,24.195047419069
centrs Citadeles 6,56.954988513782,24.100952737112
Āgenskalns Smiļģa 5,56.942482754151,24.080286066733
Klīversala Raņķa d. 34,56.948514393041,24.077609891108
Klīversala Raņķa d. 34,56.948514393041,24.077609891108
Purvciems Purvciema 15,56.953335855143,24.168386524094
Ķengarags Lokomotīves 84,56.901993202332,24.212818231247
Klīversala Raņķa d. 34,56.948514393041,24.077609891108
Klīversala Raņķa d. 34,56.948514393041,24.077609891108
centrs Elizabetes 18,56.950459960759,24.121431974263
centrs Elizabetes 18,56.950459960759,24.121431974263
Klīversala Raņķa d. 34,56.948514393041,24.077609891108
centrs Tallinas 23,56.96321881208,24.136861872265
Purvciems,56.9557,24.1822
Sarkandaugava,56.9931,24.1235
Imanta Slokas 130A,56.963252761119,24.019370484306
centrs J. Daliņa 8,56.970293504203,24.128908937807
Vecmīlgrāvis Baltāsbaznīcas 36,57.036202233762,24.092319522254
Vecmīlgrāvis Baltāsbaznīcas 23,57.03608774722,24.092310514186
Ķengarags Maskavas 273k-1,56.921197139592,24.175919179815
Šampēteris-Pleskodāle Irlavas 20,56.939446498222,24.036427730882
Purvciems Purvciema 53,56.954253176902,24.178966240382
Āgenskalns Vīlipa 8,56.947160552758,24.059899142523
Imanta Progresa 6,56.953696805133,24.032969096298
Zolitūde Bieziņa 10,56.945347869782,24.023262835634
centrs Barona 24/26,56.95192902968,24.122833543
Imanta Kurzemes pr. 100,56.968296355087,24.012688865891
Purvciems Nīcgales 46,56.952508569858,24.174262321653
Āgenskalns Elvīras 8,56.947353750908,24.0530997813
Mežciems Kaivas 50/4,56.95716805852,24.247531595877
Vecrīga Aspazijas bulv. 24,56.948736220109,24.113539505803
centrs Birznieka-Upīša 27,56.948845240074,24.124836224796
centrs Birznieka-Upīša 28,56.948737025997,24.12490534154
centrs Barona 80,56.957137862927,24.133358541382
Zolitūde Lejiņa 5,56.947646844414,24.01634420332
Iļģuciems Skujenes 13,56.962720202264,24.047788256113
Vecmīlgrāvis Gāles 11,57.031168646702,24.119082742008
centrs Brīvības 39A,56.955913167853,24.120460911725
Ķengarags Maskavas 411,56.900128688506,24.20469821866
centrs Brīvības 62,56.956751193507,24.122229988499
Āgenskalns Bauskas 11,56.924506945966,24.093746731101
Vecrīga,56.948484167,24.108272778
Iļģuciems Dzirciema 65,56.963959046285,24.05427705654
centrs Aspazijas bulv. 24,56.948736220109,24.113539505803
Mežciems Biķernieku 216,56.957133484715,24.255515196606
Dārzciems Rēzeknes 2,56.933356972978,24.172449262625
centrs,55.867799,26.519917
Purvciems Brantkalna 13,56.950953006047,24.193975945121
Vecmīlgrāvis Dombrovska 39,57.033753249239,24.104949778517
Ķengarags Maskavas 427,56.898849176757,24.209901879092
Torņakalns Koku 15,56.922534601822,24.094684953553
Iļģuciems Skujenes 11,56.962651967155,24.048341531697
Āgenskalns Valguma 31,56.94295413193,24.091286954591
Ķengarags Bultu 8,56.910126521839,24.196378365741
Cits,56.85460987,24.926839006
Purvciems Burtnieku 35,56.967720769796,24.181383635933
centrs Klusā 20,56.976486899413,24.146531933987
Zolitūde Lejiņa 7,56.947895585414,24.018016424556
Sarkandaugava Tilta 3,56.99483698359,24.126686375974
Torņakalns Āpšu 4,56.923832709638,24.092556176291
centrs Eksporta 8/2,56.961984293748,24.098446428193
Ķengarags Jāņavārtu 11,56.91895,24.18585
Purvciems Stirnu 35A,56.960787712404,24.186864974866
centrs Jēzusbaznīcas 7a,56.941217862508,24.122092567441
Zasulauks Valentīna 16,56.941159632632,24.054319173829
centrs Matīsa 100,56.956124558019,24.135181756267
Mežaparks,57.0006,24.1621
Jugla Auduma 33,56.99182514183,24.237455198695
Iļģuciems Vaidelotes 21,56.967337042126,24.049589970154
centrs Pulkv. Brieža 3,56.9589288683,24.105403517202
centrs Pulkv. Brieža 3,56.9589288683,24.105403517202
centrs Avotu 46,56.951777635585,24.138601228659
centrs Vagonu 22,56.948638487118,24.150048645283
centrs Stabu 18b,56.957448052649,24.125816201521
centrs Klusā 9,56.974594768591,24.144333193146
centrs Avotu 46,56.951777635585,24.138601228659
centrs Avotu 45,56.952005874809,24.138595612784
centrs Puškina 1a,56.940573713249,24.118794372361
centrs Cēsu 43,56.966308712478,24.144070001386
Ķengarags Prūšu 4,56.915211535103,24.182244648852
Čiekurkalns Čiekurkalna 2. l. 49a,56.986037726085,24.178454861024
centrs Puškina 1a,56.940573713249,24.118794372361
centrs Visvalža 3,56.948691586474,24.129535446004
Imanta Dumbrāja 18,56.957169789481,24.01843951152
centrs Birznieka-Upīša 20A,56.948737025997,24.12490534154
Pļavnieki Lubānas 43,56.932267947485,24.1979982245
Purvciems Žagatu 20A,56.963404348235,24.187586181781
Vecmīlgrāvis Ledus 82,57.038359173797,24.096209948476
Pļavnieki J. Vācieša 3,56.933322650174,24.21145207963
Vecmīlgrāvis Ziemeļblāzmas 42,57.03841243161,24.099136831633
Vecmīlgrāvis Emmas 5,57.028762208449,24.108115011672
Šampēteris-Pleskodāle Lielirbes 13,56.934225422019,24.042988271988
centrs Hospitāļu 35,56.973409171289,24.137562569822
Teika Āraišu 38,56.972263780973,24.171287043361
Ķengarags Krustpils 123A,56.904054599304,24.220130659742
Imanta Kurzemes pr. 122,56.96461003598,24.004180647435
Čiekurkalns Saulkrastu 2/4,56.987742250394,24.180965980373
Čiekurkalns Rusova 30,56.986407306307,24.174364146877
Āgenskalns,56.9355,24.0709
Vecmīlgrāvis,57.0288,24.1091
centrs Stabu 104,56.954283380622,24.13249192071
Ķengarags Plostu 12,56.904897393036,24.196229795201
Torņakalns,56.9322,24.089
Sarkandaugava Patversmes 1 k1,56.994730568824,24.126858738896
Vecrīga Vaļņu 21,56.949239513549,24.111943177474
Vecmīlgrāvis Dombrovska 39,57.033753249239,24.104949778517
Teika Burtnieku 36a,56.966707953952,24.181789972939
Ķengarags Prūšu 26,56.912809699113,24.190209770812
Teika Brīvības 354,56.982322111448,24.196592938229
centrs Ganu 6,56.961759063645,24.109511853679
Teika,56.733654,24.186503
Čiekurkalns Čiekurkalna 4. šķ l. 8,56.984032598153,24.170707616349
Krasta r-ns Rītupes 45,56.214546,26.018436
Ķengarags Lokomotīves 72,56.903635629534,24.21142739478
Mežciems Eizenšteina 63,56.962076500037,24.234318496577
centrs Rūpniecības 34a,56.962705075432,24.103758909221
Imanta Dammes 32,56.964559242181,24.01088606415
Teika Vairoga 44,56.968330092363,24.174008030664
Šampēteris-Pleskodāle Kalnciema 132,56.934378449615,24.033822016244
Purvciems Deglava 61 k-1,56.951109259372,24.181605686119
centrs,55.867799,26.519917
centrs Tallinas 52A,56.959645499232,24.142481720995
Purvciems Dzelzavas 112,56.953506991793,24.207496339442
Sarkandaugava,56.9931,24.1235
centrs Artilērijas 19,56.959210971654,24.139214940975
Daugavgrīva Esplanādes 5,57.041472226229,24.034562111316
Ziepniekkalns Viesītes 3,56.919429734513,24.098303517408
Imanta Dammes 32,56.964559242181,24.01088606415
centrs Klijānu 6,56.972729920863,24.149369040574
centrs Ganību d. 13,56.973169677413,24.11006235709
centrs Pērnavas 1,56.966625171232,24.14820672206
Šampēteris-Pleskodāle,56.933160003709,24.018174989157
Maskavas priekšpilsēta Maskavas 60,56.85460987,24.926839006
centrs Bruņinieku 1,56.96076,24.12366
Ķengarags Prūšu 17A,56.912855135532,24.190925000999
Āgenskalns Melnsila 18,56.945858195312,24.066399014566
centrs Lāčplēša 147,56.952470998924,24.129104884657
Purvciems,56.9557,24.1822
Vecmīlgrāvis,57.0288,24.1091
